Part number,Part ID,Label,Assembly,Material/display role,Solid count,Volume estimate mm3,X mm,Y mm,Z mm,Fidelity
SW-0042,USBCContact1_6,SW-0042 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176147,0.22999999999999998,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0043,USBCContact1_7,SW-0043 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176147,0.22999999999999998,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0044,USBCContact1_8,SW-0044 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176147,0.22999999999999998,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0045,USBCContact1_9,SW-0045 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176147,0.22999999999999998,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0046,USBCContact1_10,SW-0046 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176147,0.22999999999999998,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0047,USBCContact1_11,SW-0047 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176148,0.23000000000000043,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0048,USBCContact1_12,SW-0048 · USB-C 镀金触点,Tablet,gold,1,0.04131920337176148,0.23000000000000043,2.799999999999997,0.0649999999999995,Approximate exterior detail; published envelope dimensions
SW-0049,ConsoleContact-1_1,SW-0049 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0050,ConsoleContact-1_2,SW-0050 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0051,ConsoleContact-1_3,SW-0051 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0052,ConsoleContact-1_4,SW-0052 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0053,ConsoleContact-1_5,SW-0053 · 主机滑轨触点,Tablet,gold,1,0.05508000000000189,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0054,ConsoleContact-1_6,SW-0054 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0055,ConsoleContact-1_7,SW-0055 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0056,ConsoleContact-1_8,SW-0056 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0057,ConsoleContact-1_9,SW-0057 · 主机滑轨触点,Tablet,gold,1,0.05508000000000189,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0058,ConsoleContact-1_10,SW-0058 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0059,ConsoleContact1_1,SW-0059 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0060,ConsoleContact1_2,SW-0060 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0061,ConsoleContact1_3,SW-0061 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0062,ConsoleContact1_4,SW-0062 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0063,ConsoleContact1_5,SW-0063 · 主机滑轨触点,Tablet,gold,1,0.05508000000000189,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0064,ConsoleContact1_6,SW-0064 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0065,ConsoleContact1_7,SW-0065 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0066,ConsoleContact1_8,SW-0066 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0067,ConsoleContact1_9,SW-0067 · 主机滑轨触点,Tablet,gold,1,0.05508000000000189,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0068,ConsoleContact1_10,SW-0068 · 主机滑轨触点,Tablet,gold,1,0.055080000000001884,0.09000000000000341,1.7999999999999972,0.33999999999999986,Approximate exterior detail; published envelope dimensions
SW-0069,Kickstand,SW-0069 · 后置翻折支架,Tablet,shell,1,868.1863849936784,21.0,57.60000000000001,0.72,Approximate exterior detail; published envelope dimensions
SW-0070,StandHinge0,SW-0070 · 支架铰链节,Tablet,metal,1,13.01700066459009,5.600000000000001,2.000000000000001,1.9999999999999998,Approximate exterior detail; published envelope dimensions
SW-0071,StandHinge1,SW-0071 · 支架铰链节,Tablet,metal,1,13.01700066459009,5.599999999999994,2.000000000000001,1.9999999999999998,Approximate exterior detail; published envelope dimensions
SW-0072,StandHinge2,SW-0072 · 支架铰链节,Tablet,metal,1,13.01700066459009,5.599999999999994,2.000000000000001,1.9999999999999998,Approximate exterior detail; published envelope dimensions
SW-0073,StandHingePin,SW-0073 · 支架铰链销轴,Tablet,metal,1,15.562193368822397,21.5,0.9599999999999991,0.9600000000000002,Approximate exterior detail; published envelope dimensions
SW-0074,StandFoot,SW-0074 · 支架底缘防滑垫,Tablet,rubber,1,3.9590070690821566,16.5,2.200000000000003,0.11,Approximate exterior detail; published envelope dimensions
SW-0075,MicroSDCage,SW-0075 · microSD 卡座金属屏蔽,TabletInternal,metal,1,85.26790892654265,13.400000000000006,13.799999999999997,1.2,Schematic internal layout
SW-0076,MicroSDCard,SW-0076 · microSD 卡片示意,TabletInternal,black,1,111.28710795723909,10.900000000000006,14.800000000000004,0.6900000000000002,Schematic internal layout
SW-0077,MicroSDPad0,SW-0077 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737225,0.7000000000000028,3.0,0.029999999999999805,Schematic internal layout
SW-0078,MicroSDPad1,SW-0078 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737225,0.7000000000000028,3.0,0.029999999999999805,Schematic internal layout
SW-0079,MicroSDPad2,SW-0079 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737225,0.7000000000000028,3.0,0.029999999999999805,Schematic internal layout
SW-0080,MicroSDPad3,SW-0080 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737185,0.700000000000017,3.0,0.029999999999999805,Schematic internal layout
SW-0081,MicroSDPad4,SW-0081 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737185,0.700000000000017,3.0,0.029999999999999805,Schematic internal layout
SW-0082,MicroSDPad5,SW-0082 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737185,0.700000000000017,3.0,0.029999999999999805,Schematic internal layout
SW-0083,MicroSDPad6,SW-0083 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737185,0.700000000000017,3.0,0.029999999999999805,Schematic internal layout
SW-0084,MicroSDPad7,SW-0084 · microSD 镀金触点,TabletInternal,gold,1,0.06295879644737185,0.700000000000017,3.0,0.029999999999999805,Schematic internal layout
SW-0085,RearIntakeMesh-1,SW-0085 · 后盖进风防尘网,Tablet,black,1,26.830314181147727,41.800000000000004,3.6000000000000085,0.24000000000000005,Approximate exterior detail; published envelope dimensions
SW-0086,RearIntakeMesh1,SW-0086 · 后盖进风防尘网,Tablet,black,1,26.830314181147727,41.800000000000004,3.6000000000000085,0.24000000000000005,Approximate exterior detail; published envelope dimensions
SW-0087,RearScrew1,SW-0087 · 三翼槽紧固螺钉,Tablet,black,1,8.942165317290469,3.1999999999999886,3.200000000000003,4.16,Approximate exterior detail; published envelope dimensions
SW-0088,RearBoss1,SW-0088 · 后壳螺钉支柱,TabletInternal,shell,1,20.58823895974148,3.1999999999999886,3.200000000000003,3.6,Schematic internal layout
SW-0089,RearScrew2,SW-0089 · 三翼槽紧固螺钉,Tablet,black,1,8.942165317290469,3.1999999999999886,3.200000000000003,4.16,Approximate exterior detail; published envelope dimensions
SW-0090,RearBoss2,SW-0090 · 后壳螺钉支柱,TabletInternal,shell,1,20.58823895974148,3.1999999999999886,3.200000000000003,3.6,Schematic internal layout
SW-0091,RearScrew3,SW-0091 · 三翼槽紧固螺钉,Tablet,black,1,8.942165317290469,3.1999999999999886,3.200000000000003,4.16,Approximate exterior detail; published envelope dimensions
SW-0092,RearBoss3,SW-0092 · 后壳螺钉支柱,TabletInternal,shell,1,20.58823895974148,3.1999999999999886,3.200000000000003,3.6,Schematic internal layout
SW-0093,RearScrew4,SW-0093 · 三翼槽紧固螺钉,Tablet,black,1,8.942165317290469,3.1999999999999886,3.200000000000003,4.16,Approximate exterior detail; published envelope dimensions
SW-0094,RearBoss4,SW-0094 · 后壳螺钉支柱,TabletInternal,shell,1,20.58823895974148,3.1999999999999886,3.200000000000003,3.6,Schematic internal layout
SW-0095,RearNintendoMark,SW-0095 · Nintendo Switch 官方轮廓标识,Tablet,white,19,7.674005935169059,36.0000002,36.63540110771559,0.018000199999999997,Approximate exterior detail; published envelope dimensions
SW-0096,RearModelMark,SW-0096 · HAC-001   |   CAD STUDY,Tablet,white,16,0.1445925821774639,28.558540268456376,2.31946308724833,0.012000199999999999,Approximate exterior detail; published envelope dimensions
SW-0097,BottomLabel,SW-0097 · 底部识别标签,Tablet,white,1,1.2413819467106002,23.0,0.018000000000000682,2.999999999999999,Approximate exterior detail; published envelope dimensions
SW-0098,JoyLSeam,SW-0098 · Joy-Con L · 分型缝边条,JoyLeft,black,1,32.302121140377984,32.55000000000001,101.55000000000001,0.1200000000000001,Approximate exterior detail; published envelope dimensions
SW-0099,JoyLContact1,SW-0099 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.01948799999999819,0.03499999999999659,1.740000000000002,0.31999999999999984,Approximate exterior detail; published envelope dimensions
SW-0100,JoyLContact2,SW-0100 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0101,JoyLContact3,SW-0101 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0102,JoyLContact4,SW-0102 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0103,JoyLContact5,SW-0103 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0104,JoyLContact6,SW-0104 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0105,JoyLContact7,SW-0105 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0106,JoyLContact8,SW-0106 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0107,JoyLContact9,SW-0107 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0108,JoyLContact10,SW-0108 · Joy-Con 导轨连接触点,JoyRailL,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0109,JoyRSeam,SW-0109 · Joy-Con R · 分型缝边条,JoyRight,black,1,32.302121140377906,32.55000000000001,101.55000000000001,0.1200000000000001,Approximate exterior detail; published envelope dimensions
SW-0110,JoyRContact1,SW-0110 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.01948799999999819,0.03499999999999659,1.740000000000002,0.31999999999999984,Approximate exterior detail; published envelope dimensions
SW-0111,JoyRContact2,SW-0111 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0112,JoyRContact3,SW-0112 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0113,JoyRContact4,SW-0113 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0114,JoyRContact5,SW-0114 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0115,JoyRContact6,SW-0115 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0116,JoyRContact7,SW-0116 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0117,JoyRContact8,SW-0117 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.019487999999998215,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0118,JoyRContact9,SW-0118 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0119,JoyRContact10,SW-0119 · Joy-Con 导轨连接触点,JoyRailR,gold,1,0.01948799999999821,0.03499999999999659,1.740000000000002,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0120,JoyLStickCollar,SW-0120 · 摇杆周边装饰圈,JoyLeft,black,1,5.821144992430828,13.599999999999994,13.600000000000001,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0121,JoyLStickBoot,SW-0121 · 摇杆弧形防尘罩,JoyLeft,black,1,571.7464476160969,12.240000000000009,12.240000000000002,5.199999999999999,Approximate exterior detail; published envelope dimensions
SW-0122,JoyLStickStem,SW-0122 · 摇杆颈柱,JoyLeft,rubber,1,105.66746890349269,6.199999999999989,6.200000000000003,3.5,Approximate exterior detail; published envelope dimensions
SW-0123,JoyLStickCap,SW-0123 · 凹面橡胶摇杆帽,JoyLeft,rubber,1,495.8535160182687,15.8000002,15.800000200000007,2.800000100000009,Approximate exterior detail; published envelope dimensions
SW-0124,JoyRStickCollar,SW-0124 · 摇杆周边装饰圈,JoyRight,black,1,5.821144992430828,13.599999999999994,13.600000000000001,0.3200000000000003,Approximate exterior detail; published envelope dimensions
SW-0125,JoyRStickBoot,SW-0125 · 摇杆弧形防尘罩,JoyRight,black,1,571.7464476160969,12.240000000000009,12.240000000000002,5.199999999999999,Approximate exterior detail; published envelope dimensions
SW-0126,JoyRStickStem,SW-0126 · 摇杆颈柱,JoyRight,rubber,1,105.6674689034927,6.199999999999989,6.199999999999999,3.5,Approximate exterior detail; published envelope dimensions
SW-0127,JoyRStickCap,SW-0127 · 凹面橡胶摇杆帽,JoyRight,rubber,1,495.8535160182686,15.8000002,15.8000002,2.800000100000009,Approximate exterior detail; published envelope dimensions
SW-0128,JoyLFaceButton0,SW-0128 · 方向键,JoyLeft,black,1,63.12943246649465,6.360000200000002,6.3600002,2.0,Approximate exterior detail; published envelope dimensions
SW-0129,JoyLButtonStem0,SW-0129 · 按键传力柱,JoyLeft,black,1,10.301596470386283,2.1999999999999886,2.2,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0130,DpadArrow0,SW-0130 · 方向箭头,JoyLeft,white,1,0.02520000000000031,2.0,1.4,0.018000000000000682,Approximate exterior detail; published envelope dimensions
SW-0131,JoyLFaceButton1,SW-0131 · 方向键,JoyLeft,black,1,63.129432466494634,6.360000200000002,6.360000199999999,2.0,Approximate exterior detail; published envelope dimensions
SW-0132,JoyLButtonStem1,SW-0132 · 按键传力柱,JoyLeft,black,1,10.301596470386283,2.1999999999999886,2.1999999999999993,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0133,DpadArrow1,SW-0133 · 方向箭头,JoyLeft,white,1,0.025200000000000274,1.4000000000000057,2.0,0.018000000000000682,Approximate exterior detail; published envelope dimensions
SW-0134,JoyLFaceButton2,SW-0134 · 方向键,JoyLeft,black,1,63.12943246649465,6.360000200000002,6.3600002,2.0,Approximate exterior detail; published envelope dimensions
SW-0135,JoyLButtonStem2,SW-0135 · 按键传力柱,JoyLeft,black,1,10.30159647038628,2.1999999999999886,2.200000000000003,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0136,DpadArrow2,SW-0136 · 方向箭头,JoyLeft,white,1,0.025200000000000323,2.0,1.3999999999999986,0.018000000000000682,Approximate exterior detail; published envelope dimensions
SW-0137,JoyLFaceButton3,SW-0137 · 方向键,JoyLeft,black,1,63.12943246649465,6.360000200000002,6.360000199999999,2.0,Approximate exterior detail; published envelope dimensions
SW-0138,JoyLButtonStem3,SW-0138 · 按键传力柱,JoyLeft,black,1,10.301596470386283,2.1999999999999886,2.1999999999999993,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0139,DpadArrow3,SW-0139 · 方向箭头,JoyLeft,white,1,0.02520000000000028,1.4000000000000057,2.0,0.018000000000000682,Approximate exterior detail; published envelope dimensions
SW-0140,JoyRFaceButton0,SW-0140 · X 键,JoyRight,black,1,63.12943246649465,6.360000200000002,6.360000200000002,2.0,Approximate exterior detail; published envelope dimensions
SW-0141,JoyRButtonStem0,SW-0141 · 按键传力柱,JoyRight,black,1,10.301596470386276,2.1999999999999886,2.200000000000003,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0142,ButtonGlyphX,SW-0142 · X,JoyRight,white,1,0.01623858878053269,1.8896602348993383,2.2080536912751683,0.012000000000000455,Approximate exterior detail; published envelope dimensions
SW-0143,JoyRFaceButton1,SW-0143 · A 键,JoyRight,black,1,63.12943246649465,6.360000200000002,6.360000200000002,2.0,Approximate exterior detail; published envelope dimensions
SW-0144,JoyRButtonStem1,SW-0144 · 按键传力柱,JoyRight,black,1,10.30159647038628,2.1999999999999886,2.200000000000003,2.710000000000001,Approximate exterior detail; published envelope dimensions
SW-0145,ButtonGlyphA,SW-0145 · A,JoyRight,white,1,0.017777494510206666,2.022734899328867,2.2080536912751683,0.012000000000000455,Approximate exterior detail; published envelope dimensions
SW-0146,JoyRFaceButton2,SW-0146 · B 键,JoyRight,black,1,63.12943246649465,6.360000200000002,6.360000200000002,2.0,Approximate exterior detail; published envelope dimensions
SW-0147,JoyRButtonStem2,SW-0147 · 按键传力柱,JoyRight,black,1,10.301596470386283,2.1999999999999886,2.1999999999999993,2.710000000000001,Approximate exterior detail; published envelope dimensions
