Part number,Part ID,Label,Assembly,Material/display role,Solid count,Volume estimate mm3,X mm,Y mm,Z mm,Fidelity
SW2-0067,USBLowerContact1_7,SW2-0067 · USB-C 镀金触点,Tablet,gold,1,0.0408205750411732,0.22999999999999998,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0068,USBLowerContact1_8,SW2-0068 · USB-C 镀金触点,Tablet,gold,1,0.0408205750411732,0.22999999999999998,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0069,USBLowerContact1_9,SW2-0069 · USB-C 镀金触点,Tablet,gold,1,0.0408205750411732,0.22999999999999998,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0070,USBLowerContact1_10,SW2-0070 · USB-C 镀金触点,Tablet,gold,1,0.0408205750411732,0.22999999999999998,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0071,USBLowerContact1_11,SW2-0071 · USB-C 镀金触点,Tablet,gold,1,0.04082057504117322,0.23000000000000043,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0072,USBLowerContact1_12,SW2-0072 · USB-C 镀金触点,Tablet,gold,1,0.040820575041173215,0.23000000000000043,3.0,0.0600000000000005,Approximate exterior detail; published envelope dimensions
SW2-0073,IntakeMesh-1,SW2-0073 · 底部进风蜂孔网,Tablet,black,1,27.1210847166401,40.599999999999994,0.240000000000002,4.800000000000001,Approximate exterior detail; published envelope dimensions
SW2-0074,IntakeMesh1,SW2-0074 · 底部进风蜂孔网,Tablet,black,1,27.121084716640116,40.599999999999994,0.240000000000002,4.800000000000001,Approximate exterior detail; published envelope dimensions
SW2-0075,TabletFrame,SW2-0075 · 主机金属框架原坯,Tablet,shell,1,7033.656479655708,198.0,116.0,12.2,Approximate exterior detail; published envelope dimensions
SW2-0076,StandHinge-1,SW2-0076 · 支架转轴套,Tablet,metal,1,19.956967331929164,7.0,2.2,2.2,Approximate exterior detail; published envelope dimensions
SW2-0077,StandPin-1,SW2-0077 · 支架转轴销,Tablet,metal,1,5.811946409141117,7.400000000000006,1.0,1.0,Approximate exterior detail; published envelope dimensions
SW2-0078,StandMount-1,SW2-0078 · 支架铰链安装块,TabletInternal,metal,1,32.80555736846774,7.400000000000006,5.0,0.9000000000000004,Schematic internal layout
SW2-0079,StandFoot-1,SW2-0079 · 支架防滑垫,Tablet,rubber,1,9.682916802635075,18.0,4.5,0.11999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0080,StandHinge1,SW2-0080 · 支架转轴套,Tablet,metal,1,19.956967331929164,7.0,2.2,2.2,Approximate exterior detail; published envelope dimensions
SW2-0081,StandPin1,SW2-0081 · 支架转轴销,Tablet,metal,1,5.811946409141117,7.400000000000006,1.0,1.0,Approximate exterior detail; published envelope dimensions
SW2-0082,StandMount1,SW2-0082 · 支架铰链安装块,TabletInternal,metal,1,32.80555736846774,7.400000000000006,5.0,0.9000000000000004,Schematic internal layout
SW2-0083,Kickstand,SW2-0083 · U 形金属支架,Tablet,shell,1,2250.9903422861566,183.0,58.87411967464943,1.1500000000000001,Approximate exterior detail; published envelope dimensions
SW2-0084,StandFoot1,SW2-0084 · 支架防滑垫,Tablet,rubber,1,9.682916802635075,18.0,4.5,0.11999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0085,MicroSDPCB,SW2-0085 · microSD Express 小板,TabletInternal,pcb,1,239.33052787690332,16.0,22.0,0.700000000000053,Schematic internal layout
SW2-0086,MicroSDCage,SW2-0086 · microSD Express 金属卡座,TabletInternal,metal,1,121.61986596223193,13.0,16.0,1.4,Schematic internal layout
SW2-0087,MicroSDCard,SW2-0087 · microSD Express 示意卡片,TabletInternal,black,1,112.13696459430055,10.900000000000006,14.700000000000001,0.7000000000000002,Schematic internal layout
SW2-0088,MicroSDPad0,SW2-0088 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0089,MicroSDPad1,SW2-0089 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0090,MicroSDPad2,SW2-0090 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0091,MicroSDPad3,SW2-0091 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0092,MicroSDPad4,SW2-0092 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0093,MicroSDPad5,SW2-0093 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0094,MicroSDPad6,SW2-0094 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0095,MicroSDPad7,SW2-0095 · 存储卡接点,TabletInternal,gold,1,0.06442506192982993,0.6200000000000045,2.6000000000000014,0.040000000000000036,Schematic internal layout
SW2-0096,RearScrew1,SW2-0096 · 十字槽紧固螺钉,Tablet,black,1,8.026923291788554,2.9000000000000057,2.9000000000000057,3.96,Approximate exterior detail; published envelope dimensions
SW2-0097,RearBoss1,SW2-0097 · 后壳固定柱,TabletInternal,shell,1,18.506973302125797,3.1000001999999824,3.1000001999999967,3.5000002,Schematic internal layout
SW2-0098,RearScrew2,SW2-0098 · 十字槽紧固螺钉,Tablet,black,1,8.026923291788554,2.9000000000000057,2.9000000000000057,3.96,Approximate exterior detail; published envelope dimensions
SW2-0099,RearBoss2,SW2-0099 · 后壳固定柱,TabletInternal,shell,1,18.506973302154194,3.1000001999999824,3.1000001999999967,3.5000002,Schematic internal layout
SW2-0100,RearScrew3,SW2-0100 · 十字槽紧固螺钉,Tablet,black,1,8.026923291788554,2.9000000000000057,2.9000000000000057,3.96,Approximate exterior detail; published envelope dimensions
SW2-0101,RearBoss3,SW2-0101 · 后壳固定柱,TabletInternal,shell,1,18.50697330212493,3.1000001999999824,3.1000001999999967,3.500000200000001,Schematic internal layout
SW2-0102,RearScrew4,SW2-0102 · 十字槽紧固螺钉,Tablet,black,1,8.026923291788554,2.9000000000000057,2.9000000000000057,3.96,Approximate exterior detail; published envelope dimensions
SW2-0103,RearBoss4,SW2-0103 · 后壳固定柱,TabletInternal,shell,1,18.506973302154382,3.1000001999999824,3.1000001999999967,3.5000002,Schematic internal layout
SW2-0104,RearNintendoMark,SW2-0104 · Nintendo Switch 官方轮廓标识,Tablet,white,20,10.269691803171819,40.0000002,35.73475756912352,0.018000199999999997,Approximate exterior detail; published envelope dimensions
SW2-0105,RearModelMark,SW2-0105 · BEE-001   CAD STUDY,Tablet,white,15,0.12737011547273355,23.768196408724833,1.656644495302018,0.012000199999999999,Approximate exterior detail; published envelope dimensions
SW2-0106,TabletRear,SW2-0106 · 主机后壳,Tablet,shell,1,13626.308149076565,197.8000002,115.8000002,0.9400001,Approximate exterior detail; published envelope dimensions
SW2-0107,JoyLRear,SW2-0107 · Joy-Con 2 L 后壳,JoyLeft,shell,1,6262.735801403476,37.0,116.0,9.15,Approximate exterior detail; published envelope dimensions
SW2-0108,JoyLSeam,SW2-0108 · 手柄分型边缝,JoyLeft,black,1,24.192605508706077,36.60000000000001,115.6,0.08000000000000007,Approximate exterior detail; published envelope dimensions
SW2-0109,ConsoleLinerL,SW2-0109 · 主机磁吸槽彩色内衬,Tablet,blue,1,168.0294214949841,0.18000000000000682,103.5,9.900000000000002,Approximate exterior detail; published envelope dimensions
SW2-0110,ConsoleMagnetL0,SW2-0110 · 主机磁吸磁体示意,TabletInternal,metal,1,314.8878976358713,2.75,18.0,6.400000000000004,Schematic internal layout
SW2-0111,JoyLSteelTarget0,SW2-0111 · 手柄磁吸钢质靶片,JoyInternalL,metal,1,81.42796447372308,0.75,17.599999999999998,6.200000000000002,Schematic internal layout
SW2-0112,ConsoleMagnetL1,SW2-0112 · 主机磁吸磁体示意,TabletInternal,metal,1,314.8878976358713,2.75,18.0,6.400000000000004,Schematic internal layout
SW2-0113,JoyLSteelTarget1,SW2-0113 · 手柄磁吸钢质靶片,JoyInternalL,metal,1,81.42796447372308,0.75,17.599999999999998,6.200000000000002,Schematic internal layout
SW2-0114,ConsoleConnectorL,SW2-0114 · 主机磁吸多触点接插件,Tablet,black,1,13.157079632678823,0.20000000000000284,17.6,3.75,Approximate exterior detail; published envelope dimensions
SW2-0115,JoyLMagneticSpine,SW2-0115 · 磁吸手柄彩色连接脊,JoyMountL,blue,1,3369.0649884349127,4.200000000000003,103.4,9.800000000000004,Approximate exterior detail; published envelope dimensions
SW2-0116,JoyLConnector,SW2-0116 · 手柄多触点接插件,JoyMountL,black,1,32.28808625617596,0.5,17.5,3.7,Approximate exterior detail; published envelope dimensions
SW2-0117,ConsoleContactL1,SW2-0117 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0118,JoyLContact1,SW2-0118 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0119,ConsoleContactL2,SW2-0119 · 主机连接触点示意,Tablet,gold,1,0.03330000000000771,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0120,JoyLContact2,SW2-0120 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0121,ConsoleContactL3,SW2-0121 · 主机连接触点示意,Tablet,gold,1,0.03330000000000771,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0122,JoyLContact3,SW2-0122 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994822,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0123,ConsoleContactL4,SW2-0123 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0124,JoyLContact4,SW2-0124 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0125,ConsoleContactL5,SW2-0125 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0126,JoyLContact5,SW2-0126 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0127,ConsoleContactL6,SW2-0127 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.72,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0128,JoyLContact6,SW2-0128 · 手柄连接触点示意,JoyMountL,gold,1,0.02591999999999483,0.01999999999999602,0.72,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0129,ConsoleContactL7,SW2-0129 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.72,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0130,JoyLContact7,SW2-0130 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.72,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0131,ConsoleContactL8,SW2-0131 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.72,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0132,JoyLContact8,SW2-0132 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.72,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0133,ConsoleContactL9,SW2-0133 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0134,JoyLContact9,SW2-0134 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0135,ConsoleContactL10,SW2-0135 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0136,JoyLContact10,SW2-0136 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0137,ConsoleContactL11,SW2-0137 · 主机连接触点示意,Tablet,gold,1,0.03330000000000771,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0138,JoyLContact11,SW2-0138 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994822,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0139,ConsoleContactL12,SW2-0139 · 主机连接触点示意,Tablet,gold,1,0.03330000000000772,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0140,JoyLContact12,SW2-0140 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994826,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0141,ConsoleContactL13,SW2-0141 · 主机连接触点示意,Tablet,gold,1,0.03330000000000771,0.025000000000005684,0.7199999999999998,1.8500000000000005,Approximate exterior detail; published envelope dimensions
SW2-0142,JoyLContact13,SW2-0142 · 手柄连接触点示意,JoyMountL,gold,1,0.025919999999994822,0.01999999999999602,0.7199999999999998,1.7999999999999998,Approximate exterior detail; published envelope dimensions
SW2-0143,JoyRRear,SW2-0143 · Joy-Con 2 R 后壳,JoyRight,shell,1,6262.735801403478,37.0,116.0,9.15,Approximate exterior detail; published envelope dimensions
SW2-0144,JoyRSeam,SW2-0144 · 手柄分型边缝,JoyRight,black,1,24.192605508706055,36.60000000000001,115.6,0.08000000000000007,Approximate exterior detail; published envelope dimensions
SW2-0145,ConsoleLinerR,SW2-0145 · 主机磁吸槽彩色内衬,Tablet,orange,1,168.02942149498242,0.18000000000000682,103.5,9.900000000000002,Approximate exterior detail; published envelope dimensions
SW2-0146,ConsoleMagnetR0,SW2-0146 · 主机磁吸磁体示意,TabletInternal,metal,1,314.8878976358713,2.75,18.0,6.400000000000002,Schematic internal layout
SW2-0147,JoyRSteelTarget0,SW2-0147 · 手柄磁吸钢质靶片,JoyInternalR,metal,1,81.4279644737231,0.75,17.599999999999998,6.200000000000002,Schematic internal layout
